year,university_id,name_en,SUM(enrolled),sum(students),sum(graduates),sum(entrants),sum(morning),sum(afternoon),sum(night),sum(full_time)
2009,00452,"Information systems",66,175,7,21,0,0,175,175
2009,00453,"Computer Sciences",174,360,16,42,0,0,360,360
2009,00453,"Information systems",132,264,9,34,0,0,264,264
2009,00456,"Computer engineering",249,301,97,81,301,0,301,301
2009,00456,"Computer science",265,326,96,52,326,0,326,326
2009,00456,"Computer Sciences",1374,1765,541,628,1765,0,1765,1765
2009,00456,"Information systems",21,21,21,0,21,0,21,21
2009,00456,"Systems analysis and development (technologist)",572,776,151,357,776,0,776,776
2009,00457,"Computer Sciences",5824,7166,1467,5698,5611,0,7166,7166
2009,00457,"Information systems",4800,5883,1056,4826,4680,0,5883,5883
2009,00457,"Systems analysis and development (technologist)",825,1027,331,696,675,0,1027,1027
2009,00458,"Computer science",300,388,158,29,0,0,388,388
2009,00458,"Computer Sciences",636,890,348,79,349,0,890,890
2009,00458,"Information systems",91,130,64,3,130,0,130,130
2009,00459,"Computer science",294,370,1,47,370,0,370,370
2009,00459,"Computer Sciences",546,682,2,124,370,0,682,682
2009,00459,"Systems analysis and development (technologist)",252,312,1,77,0,0,312,312
2009,00465,"Computer Sciences",62,75,12,34,0,0,75,75
2009,00465,"Information systems",62,75,12,34,0,0,75,75
2009,00466,"Computer science",286,322,18,99,322,0,322,322
2009,00466,"Computer Sciences",655,736,25,327,322,0,736,736
2009,00466,"Information systems",343,377,7,191,0,0,377,377
2009,00467,"Computer Sciences",30,44,12,32,0,0,44,44
2009,00467,"Information systems",30,44,12,32,0,0,44,44
2009,00472,"Computer (IT) teacher education",155,199,27,53,0,0,199,199
2009,00472,"Computer Sciences",962,1156,168,403,1156,0,1156,1156
2009,00472,"Information systems",760,911,133,233,911,0,911,911
2009,00472,"Systems analysis and development (technologist)",202,245,35,170,245,0,245,245
2009,00473,"Computer Sciences",126,145,21,23,0,0,145,145
2009,00473,"Information systems",126,145,21,23,0,0,145,145
2009,00480,"Computer science",134,194,18,30,0,194,0,0
2009,00480,"Computer Sciences",134,194,18,30,0,194,0,0
2009,00481,"Computer science",847,983,128,331,862,0,933,933
2009,00481,"Computer Sciences",917,1063,128,378,942,0,1013,1013
2009,00482,"Computer science",298,383,28,99,0,0,383,383
2009,00482,"Computer Sciences",298,383,28,99,0,0,383,383
2009,00483,"Computer Sciences",55,71,0,40,71,0,71,71
2009,00483,"Information systems",55,71,0,40,71,0,71,71
2009,00489,"Computer Sciences",244,298,52,132,0,0,298,298
2009,00489,"Information systems",163,193,30,77,0,0,193,193
2009,00490,"Computer Sciences",80,101,22,29,0,0,101,101
2009,00490,"Systems analysis and development (technologist)",80,101,22,29,0,0,101,101
2009,00494,"Computer science",317,381,18,154,276,0,381,381
2009,00494,"Computer Sciences",963,1154,96,388,276,0,1154,1154
2009,00494,"Information systems",574,677,69,207,0,0,677,677
2009,00496,"Computer science",234,290,52,49,290,0,290,290
2009,00496,"Computer Sciences",471,566,102,107,555,0,566,566
2009,00496,"Information systems",226,265,41,58,265,0,265,265
2009,00496,"Operational systems",11,11,9,0,0,0,11,11
2009,00502,"Computer Sciences",138,200,30,112,165,0,200,200
2009,00502,"Systems analysis and development (technologist)",118,165,21,110,165,0,165,165
2009,00513,"Computer science",73,85,21,8,85,0,0,0
2009,00513,"Computer Sciences",207,252,39,112,85,0,167,167
2009,00513,"Information systems",61,63,18,0,0,0,63,63
2009,00513,"Systems analysis and development (technologist)",73,104,0,104,0,0,104,104
2009,00514,"Computer engineering (hardware)",91,101,41,5,0,0,101,101
2009,00514,"Computer science",54,67,24,3,0,0,67,67
2009,00514,"Computer Sciences",145,168,65,8,0,0,168,168
2009,00515,"Computer science",305,399,8,74,0,0,399,399
2009,00515,"Computer Sciences",305,399,8,74,0,0,399,399
2009,00516,"Computer Sciences",101,138,13,79,0,0,138,138
2009,00516,"Information systems",98,131,10,79,0,0,131,131
2009,00516,"Science of information",3,7,3,0,0,0,7,7
2009,00517,"Computer Sciences",233,233,58,32,0,0,233,233
2009,00517,"Information systems",233,233,58,32,0,0,233,233
2009,00518,"Computer Sciences",271,415,4,249,100,0,415,415
2009,00518,"Information systems",175,244,3,111,0,0,244,244
2009,00519,"Computer Sciences",414,548,133,36,548,548,548,548
2009,00519,"Science of information",414,548,133,36,548,548,548,548
2009,00521,"Computer Sciences",1258,1607,194,807,1598,0,1607,1607
2009,00521,"Information systems",818,964,130,415,964,0,964,964
2009,00521,"Systems analysis and development (technologist)",266,379,50,205,370,0,379,379
2009,00522,"Computer (IT) teacher education",6,9,2,2,0,0,9,9
2009,00522,"Computer Sciences",45,62,25,5,0,0,62,62
2009,00522,"Systems analysis and development (technologist)",45,62,25,5,0,0,62,62
2009,00526,"Computer engineering (hardware)",118,152,16,31,0,0,152,152
2009,00526,"Computer science",24,42,3,13,0,0,42,42
2009,00526,"Computer Sciences",204,298,28,105,0,0,298,298
2009,00526,"Systems analysis and development (technologist)",62,104,9,61,0,0,104,104
2009,00527,"Computer engineering (hardware)",301,414,37,98,414,414,0,0
2009,00527,"Computer science",268,413,27,74,413,0,413,413
2009,00527,"Computer Sciences",617,896,65,241,896,414,482,482
2009,00527,"Systems analysis and development (technologist)",48,69,1,69,69,0,69,69
2009,00528,"Computer engineering (hardware)",241,278,41,101,0,0,0,0
2009,00528,"Computer science",38,44,0,22,0,0,0,0
2009,00528,"Computer Sciences",606,764,97,151,0,0,0,0
2009,00528,"Information systems",327,442,56,28,0,0,0,0
2009,00532,"Computer (IT) teacher education",26,34,6,0,0,0,34,34
2009,00532,"Computer science",111,210,0,178,0,0,210,210
2009,00532,"Computer Sciences",195,360,27,190,0,0,360,360
2009,00532,"Information systems",84,150,27,12,0,0,150,150
2009,00535,"Computer science",79,88,8,37,0,0,88,88
2009,00535,"Computer Sciences",79,88,8,37,0,0,88,88
2009,00543,"Computer science",109,109,74,0,109,0,109,109
2009,00543,"Computer Sciences",109,109,74,0,109,0,109,109
2009,00546,"Computer science",179,239,29,90,239,0,0,0
2009,00546,"Computer Sciences",332,447,43,90,365,0,82,82
2009,00546,"Information systems",52,82,0,0,0,0,82,82
2009,00547,"Computer engineering (hardware)",45,49,0,25,0,0,0,0
2009,00547,"Computer Sciences",635,798,8,503,749,0,271,271
2009,00547,"Science of information",590,749,8,478,749,0,271,271
2009,00548,"Computer (IT) teacher education",168,177,0,63,0,0,177,177
2009,00548,"Computer science",430,497,88,95,0,497,0,0
2009,00548,"Computer Sciences",430,497,88,95,0,497,0,0
2009,00549,"Computer Sciences",225,226,25,56,0,226,0,0
2009,00549,"Information systems",225,226,25,56,0,226,0,0
2009,00550,"Computer (IT) teacher education",361,377,1,102,377,0,377,377
2009,00554,"Computer Sciences",24,24,0,0,0,0,24,24
2009,00554,"Systems analysis and development (technologist)",24,24,0,0,0,0,24,24
2009,00555,"Computer engineering",38,65,0,29,65,0,0,0
2009,00555,"Computer science",518,695,58,132,695,0,695,695
2009,00555,"Computer Sciences",518,695,58,132,695,0,695,695
2009,00568,"Computer engineering (hardware)",73,73,0,70,73,73,0,0
2009,00568,"Computer science",5,11,5,5,0,0,11,11
2009,00568,"Computer Sciences",113,128,5,75,73,83,45,45
2009,00568,"Operational systems",29,29,0,0,0,10,19,19
2009,00569,"Computer engineering (hardware)",361,413,75,89,413,0,0,0
2009,00569,"Computer science",206,264,14,37,264,0,0,0
2009,00569,"Computer Sciences",1185,1297,262,281,1089,29,237,237
2009,00569,"Information systems",588,590,155,155,382,0,208,208
2009,00570,"Computer science",244,255,23,56,0,0,0,0
2009,00570,"Computer Sciences",324,335,32,109,0,0,0,0
2009,00570,"Information systems",80,80,9,53,0,0,0,0
2009,00571,"Computer science",513,603,42,128,0,0,0,0
2009,00571,"Computer Sciences",930,1088,90,292,0,242,243,243
2009,00571,"Systems analysis and development (technologist)",387,455,48,134,0,242,213,213
2009,00572,"Computer science",595,637,49,177,0,0,0,0
2009,00572,"Computer Sciences",595,637,49,177,0,0,0,0
2009,00573,"Computer engineering",352,381,16,99,0,0,0,0
2009,00573,"Computer science",280,298,17,93,0,0,0,0
2009,00573,"Computer Sciences",325,347,17,142,0,0,49,49
2009,00573,"Information systems",45,49,0,49,0,0,49,49
2009,00574,"Computational mathematics",18,19,1,3,0,0,0,0
2009,00575,"Computational mathematics",77,87,7,27,87,0,0,0
2009,00575,"Computer science",373,404,62,90,404,0,0,0
2009,00575,"Computer Sciences",558,609,76,135,404,205,0,0
2009,00575,"Information systems",185,205,14,45,0,205,0,0
2009,00576,"Computer science",291,303,34,42,181,0,122,122
2009,00576,"Computer Sciences",291,303,34,42,181,0,122,122
2009,00577,"Computer science",449,449,42,111,298,298,0,0
2009,00577,"Computer Sciences",449,449,42,111,298,298,0,0
2009,00578,"Computer engineering (hardware)",44,44,0,44,0,0,44,44
2009,00578,"Computer science",411,418,54,86,0,0,0,0
2009,00578,"Computer Sciences",455,462,54,130,0,0,44,44
2009,00579,"Computer science",471,616,28,192,0,0,0,0
2009,00579,"Computer Sciences",566,739,28,242,0,0,0,0
2009,00579,"Information systems",95,123,0,50,0,0,0,0
2009,00580,"Computer engineering (hardware)",281,324,20,77,0,0,0,0
2009,00580,"Computer science",481,569,63,100,0,0,0,0
2009,00580,"Computer Sciences",762,893,83,177,0,0,0,0
2009,00581,"Computational mathematics",96,111,2,31,0,0,0,0
2009,00581,"Computer engineering (hardware)",226,235,13,62,0,0,0,0
2009,00581,"Computer science",576,624,66,106,0,0,0,0
2009,00581,"Computer Sciences",802,859,79,168,0,0,0,0
2009,00582,"Computer engineering (hardware)",35,40,0,40,0,0,0,0
2009,00582,"Computer science",137,161,16,37,0,0,0,0
2009,00582,"Computer Sciences",266,305,16,181,0,0,0,0
2009,00583,"Computer engineering (hardware)",110,125,0,46,0,0,0,0
2009,00583,"Computer science",238,284,21,66,0,0,0,0
2009,00583,"Computer Sciences",427,504,21,139,0,0,0,0
2009,00583,"Information systems",79,95,0,27,0,0,0,0
2009,00584,"Computer engineering",279,308,13,152,39,0,269,269
2009,00584,"Computer science",392,452,25,180,0,0,0,0
2009,00584,"Computer Sciences",468,533,25,261,0,0,81,81
2009,00584,"Information systems",76,81,0,81,0,0,81,81
2009,00585,"Computational mathematics",60,97,2,31,97,0,0,0
2009,00585,"Computer science",426,508,41,111,0,0,0,0
2009,00585,"Computer Sciences",994,1131,87,259,47,0,623,623
2009,00585,"Information systems",568,623,46,148,47,0,623,623
2009,00586,"Computer engineering",122,136,3,30,0,0,0,0
2009,00586,"Computer science",613,688,75,102,0,0,0,0
2009,00586,"Computer Sciences",613,688,75,102,0,0,0,0
2009,00587,"Computer (IT) teacher education",161,196,11,64,0,0,196,196
2009,00587,"Computer science",77,80,0,80,0,0,80,80
2009,00587,"Computer Sciences",349,411,0,240,80,0,331,331
2009,00587,"Information systems",272,331,0,160,80,0,251,251
2009,00588,"Computer engineering (hardware)",220,243,0,173,159,0,84,84
2009,00588,"Computer Sciences",1534,1810,131,646,982,397,1244,1244
2009,00588,"Information systems",77,94,0,94,0,0,94,94
2009,00588,"Systems analysis",156,180,0,88,0,180,180,180
2009,00588,"Systems analysis and development (technologist)",958,1148,120,243,806,166,809,809
2009,00589,"Computer science",161,161,0,52,0,0,161,161
2009,00589,"Computer Sciences",161,161,0,52,0,0,161,161
2009,00590,"Computer science",52,53,0,53,0,0,53,53
2009,00590,"Computer Sciences",105,106,0,106,0,0,106,106
2009,00590,"Science of information",53,53,0,53,0,0,53,53
2009,00591,"Computational mathematics",28,28,0,28,28,0,0,0
2009,00591,"Computer science",217,218,0,88,0,218,218,218
2009,00591,"Computer Sciences",217,218,0,88,0,218,218,218
2009,00592,"Computer science",275,292,56,80,0,0,0,0
2009,00592,"Computer Sciences",493,533,61,161,0,0,241,241
2009,00592,"Information systems",218,241,5,81,0,0,241,241
2009,00593,"Computer Sciences",389,393,1,47,0,0,393,393
2009,00594,"Computer engineering (hardware)",238,268,0,125,0,0,0,0
2009,00594,"Computer Sciences",238,268,0,125,0,0,0,0
2009,00595,"Computer science",107,118,0,2,0,0,0,0
2009,00595,"Computer Sciences",107,118,0,2,0,0,0,0
2009,00596,"Computer Sciences",177,182,0,59,0,0,182,182
2009,00596,"Information systems",177,182,0,59,0,0,182,182
2009,00598,"Computer engineering",293,303,32,56,0,0,0,0
2009,00598,"Computer science",172,175,15,49,0,0,130,130
2009,00598,"Computer Sciences",215,225,15,99,0,0,180,180
2009,00598,"Information systems",43,50,0,50,0,0,50,50
2009,00599,"Computer Sciences",74,77,0,77,0,0,77,77
2009,00599,"Systems analysis and development (technologist)",74,77,0,77,0,0,77,77
2009,00600,"Computer (IT) teacher education",13,13,4,0,0,0,0,0
2009,00600,"Computer Sciences",68,73,0,49,0,0,0,0
2009,00600,"Information systems",68,73,0,49,0,0,0,0
2009,00602,"Computer engineering",134,144,26,24,0,0,0,0
2009,00605,"Computer science",274,308,86,64,308,0,308,308
2009,00605,"Computer Sciences",556,639,158,145,308,0,639,639
2009,00605,"Information systems",147,166,36,48,0,0,166,166
2009,00609,"Computer science",112,180,7,33,0,0,0,0
2009,00609,"Computer Sciences",208,301,19,36,0,0,0,0
2009,00609,"Science of information",96,121,12,3,0,0,0,0
2009,00610,"Computer science",50,56,22,11,0,0,56,56
2009,00610,"Computer Sciences",114,137,22,29,0,0,137,137
2009,00610,"Systems analysis and development (technologist)",64,81,0,18,0,0,81,81
2009,00614,"Computer Sciences",78,84,16,47,0,0,84,84
2009,00614,"Systems analysis and development (technologist)",78,84,16,47,0,0,84,84
2009,00621,"Computer Sciences",622,622,62,179,0,622,622,622
2009,00621,"Systems analysis",622,622,62,179,0,622,622,622
2009,00625,"Computer Sciences",57,70,0,36,0,0,70,70
2009,00625,"Information systems",57,70,0,36,0,0,70,70
2009,00626,"Computer (IT) teacher education",131,175,29,31,0,0,175,175
2009,00627,"Computer Sciences",145,155,36,18,0,0,155,155
2009,00627,"Information systems",145,155,36,18,0,0,155,155
2009,00631,"Information systems management",84,96,12,7,0,0,96,96
2009,00633,"Computer engineering (hardware)",47,47,16,1,0,0,0,0
2009,00633,"Computer Sciences",47,47,16,1,0,0,0,0
2009,00634,"Computer science",259,259,2,99,0,0,0,0
2009,00634,"Computer Sciences",259,259,2,99,0,0,0,0
2009,00641,"Computer (IT) teacher education",76,97,2,23,0,0,97,97
2009,00641,"Computer engineering",33,54,0,54,0,0,54,54
2009,00641,"Computer science",208,312,30,53,0,0,312,312
2009,00641,"Computer Sciences",505,742,36,191,0,0,742,742
2009,00645,"Computer Sciences",116,164,48,56,0,0,164,164
2009,00645,"Information systems",20,25,12,1,0,0,25,25
2009,00645,"Systems analysis and development (technologist)",96,139,36,55,0,0,139,139
2009,00648,"Computer (IT) teacher education",1,1,1,0,0,0,1,1
2009,00648,"Computer Sciences",82,85,5,33,0,0,85,85
2009,00648,"Information systems",82,85,5,33,0,0,85,85
2009,00649,"Computer (IT) teacher education",10,10,10,0,0,0,10,10
2009,00649,"Computer Sciences",103,103,25,41,0,0,103,103
2009,00649,"Information systems",103,103,25,41,0,0,103,103
2009,00663,"Computer Sciences",1309,1402,237,387,1204,136,1402,1402
2009,00663,"Systems analysis",1089,1164,175,307,971,136,1164,1164
2009,00664,"Computer science",136,215,6,40,215,0,0,0
2009,00664,"Computer Sciences",316,471,33,89,215,0,256,256
2009,00664,"Information systems",180,256,27,49,0,0,256,256
2009,00665,"Computer programming",43,56,0,56,0,0,56,56
2009,00665,"Computer science",46,46,26,0,0,0,46,46
2009,00665,"Computer Sciences",212,243,45,121,0,0,243,243
2009,00665,"Information systems",33,34,19,1,0,0,34,34
2009,00665,"Systems analysis",22,30,0,30,0,0,30,30
2009,00665,"Systems analysis and development (technologist)",68,77,0,34,0,0,77,77
2009,00666,"Computer engineering (hardware)",190,230,5,41,0,0,0,0
2009,00666,"Computer Sciences",190,230,5,41,0,0,0,0
2009,00667,"Computer Sciences",134,134,13,73,0,0,134,134
2009,00667,"Information systems",63,63,4,42,0,0,63,63
2009,00667,"Systems analysis and development (technologist)",71,71,9,31,0,0,71,71
2009,00668,"Computer science",432,433,24,185,433,433,433,433
2009,00668,"Computer Sciences",432,433,24,185,433,433,433,433
2009,00669,"Computer Sciences",30,40,13,5,0,0,40,40
2009,00669,"Information systems",30,40,13,5,0,0,40,40
2009,00670,"Computer engineering",224,253,29,21,0,0,253,253
2009,00670,"Computer science",82,87,12,3,0,0,87,87
2009,00670,"Computer Sciences",236,267,51,15,0,0,267,267
2009,00670,"Information systems",2,3,2,0,0,0,3,3
2009,00670,"Systems analysis",1,4,1,0,0,0,4,4
2009,00671,"Computational mathematics",87,91,18,18,0,0,91,91
2009,00671,"Computer engineering (hardware)",123,126,24,17,0,0,126,126
2009,00671,"Computer science",72,72,15,9,72,0,72,72
2009,00671,"Computer Sciences",626,641,141,85,72,0,641,641
2009,00671,"Systems analysis and development (technologist)",252,260,49,40,0,0,260,260
2009,00672,"Computer engineering (hardware)",352,387,59,14,0,0,387,387
2009,00672,"Computer Sciences",352,387,59,14,0,0,387,387
2009,00673,"Computer science",105,144,11,62,0,0,144,144
2009,00673,"Computer Sciences",105,144,11,62,0,0,144,144
2009,00680,"Computer science",86,89,5,0,0,0,89,89
2009,00680,"Computer Sciences",86,89,5,0,0,0,89,89
2009,00682,"Computer Sciences",79,79,21,62,0,0,79,79
2009,00682,"Systems analysis and development (technologist)",79,79,21,62,0,0,79,79
2009,00688,"Computer (IT) teacher education",34,34,0,34,0,0,0,0
2009,00688,"Computer science",210,228,23,38,228,0,0,0
2009,00688,"Computer Sciences",302,338,23,68,228,0,0,0
2009,00688,"Information systems",92,110,0,30,0,0,0,0
2009,00692,"Computer science",360,360,0,52,360,0,360,360
2009,00692,"Computer Sciences",360,360,0,52,360,0,360,360
2009,00693,"Computer Sciences",261,304,28,71,0,0,0,0
2009,00693,"Information systems",261,304,28,71,0,0,0,0
2009,00694,"Computer science",191,231,15,73,0,0,0,0
